#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.base.inference.CompoundDistribution">
#    <distribution id="prior" spec="beast.base.inference.CompoundDistribution">
#        <distribution conditionOnRhoSampling="true" id="FBD.t:PterosaurSmall" spec="sa.evolution.speciation.SABirthDeathModel">
#            <parameter id="originFBD.t:PterosaurSmall" lower="35.0" name="origin" spec="beast.base.inference.parameter.RealParameter" upper="150.0">70.0</parameter>
#            <parameter id="diversificationRateFBD.t:PterosaurSmall" lower="0.0" name="diversificationRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            <parameter id="turnoverFBD.t:PterosaurSmall" lower="0.0" name="turnover" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.5</parameter>
#            <parameter id="samplingProportionFBD.t:PterosaurSmall" lower="0.0" name="samplingProportion" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.5</parameter>
#            <parameter id="rFBD.t:PterosaurSmall" lower="0.0" name="removalProbability" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.0</parameter>
#            <parameter estimate="false" id="rhoFBD.t:PterosaurSmall" lower="0.0" name="rho" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.1</parameter>
#            <tree id="Tree.t:PterosaurSmall" spec="beast.base.evolution.tree.Tree">
#                <trait id="dateTrait.t:PterosaurSmall" spec="beast.base.evolution.tree.TraitSet" traitname="date" value="Austriadactylus cristatus=216.65,Austriadraco dallavecchiai=216.65,Caelestiventus hanseni=208.8,Carniadactylus rosenfeldi=217.25,Dromomeron gigas=210.35,Dromomeron gregorii=225.5,Dromomeron romeri=209.75,Eudimorphodon ranzii=217.25,Faxinalipterus minimus=225.42,Ixalerpeton polesinensis=233.23,Kongonaphon kely=238.25,Lagerpeton chanarensis=235,Maehary bonapartei=225.42,Pachagnathus benitoi=210.35,Peteinosaurus zambellii=217.25,Preondactylus buffarinii=216.8,PVSJ 883=229.35,Raeticodactylus filisurensis=212.25,Scleromochlus taylori=230.48,Seazzadactylus venieri=217.4,Yelaphomte praderioi=210.35">
#                    <taxa id="TaxonSet.PterosaurSmall" spec="beast.base.evolution.alignment.TaxonSet">
#                    </taxa>
#                </trait>
#                <taxonset idref="TaxonSet.PterosaurSmall"/>
#            </tree>
#        </distribution>
#        <prior id="ClockPrior.c:PterosaurSmall" name="distribution">
#            <parameter id="clockRate.c:PterosaurSmall" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            <Exponential id="Exponential.1" name="distr">
#                <parameter estimate="false" id="RealParameter.1" name="mean" spec="beast.base.inference.parameter.RealParameter">10.0</parameter>
#            </Exponential>
#        </prior>
#        <prior id="diversificationRatePriorFBD.t:PterosaurSmall" name="distribution" x="@diversificationRateFBD.t:PterosaurSmall">
#            <Gamma id="Gamma.0" name="distr">
#                <parameter estimate="false" id="RealParameter.2" name="alpha" spec="beast.base.inference.parameter.RealParameter">2.0</parameter>
#                <parameter estimate="false" id="RealParameter.3" name="beta" spec="beast.base.inference.parameter.RealParameter">0.1</parameter>
#            </Gamma>
#        </prior>
#        <prior id="GammaShapePrior.s:PterosaurSmall" name="distribution">
#            <parameter id="gammaShape.s:PterosaurSmall" lower="0.1" name="x" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <parameter estimate="false" id="RealParameter.0" name="mean" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            </Exponential>
#        </prior>
#        <prior id="originPriorFBD.t:PterosaurSmall" name="distribution" x="@originFBD.t:PterosaurSmall">
#            <Uniform id="Uniform.3" lower="35.0" name="distr" upper="150.0"/>
#        </prior>
#        <prior id="PropInvariantPrior.s:PterosaurSmall" name="distribution">
#            <parameter id="proportionInvariant.s:PterosaurSmall" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.0</parameter>
#            <Uniform id="Uniform.2" name="distr"/>
#        </prior>
#        <prior id="samplingProportionPriorFBD.t:PterosaurSmall" name="distribution" x="@samplingProportionFBD.t:PterosaurSmall">
#            <Uniform id="Uniform.6" name="distr"/>
#        </prior>
#        <prior id="turnoverPriorFBD.t:PterosaurSmall" name="distribution" x="@turnoverFBD.t:PterosaurSmall">
#            <Uniform id="Uniform.5" name="distr"/>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.base.inference.CompoundDistribution" useThreads="true">
#        <distribution data="@PterosaurSmall" id="treeLikelihood.PterosaurSmall" spec="beast.base.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:PterosaurSmall">
#            <siteModel gammaCategoryCount="4" id="SiteModel.s:PterosaurSmall" proportionInvariant="@proportionInvariant.s:PterosaurSmall" shape="@gammaShape.s:PterosaurSmall" spec="beast.base.evolution.sitemodel.SiteModel">
#                <parameter id="mutationRate.s:PterosaurSmall" lower="0.0" name="mutationRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <substModel id="LewisMK.s:PterosaurSmall" spec="morphmodels.evolution.substitutionmodel.LewisMK" stateNumber="7"/>
#            </siteModel>
#            <branchRateModel clock.rate="@clockRate.c:PterosaurSmall" id="StrictClock.c:PterosaurSmall" spec="beast.base.evolution.branchratemodel.StrictClockModel"/>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	Tree.height	Tree.treeLength	clockRate	mutationRate	proportionInvariant	gammaShape	FBD	diversificationRateFBD	turnoverFBD	samplingProportionFBD	originFBD	SACountFBD
229000	-2876.9953865092343	-2761.4533655365976	-115.54202097263656	-2761.4533655365976	41.812170680148206	137.54570635418307	0.007841922442410765	1.0	0.0	2.450002579343076	-106.91969979604659	0.0336021174257046	0.9407686052452416	0.05615706420448638	43.54445580244275	4
230000	-2874.96444849621	-2752.6856022401453	-122.27884625606497	-2752.6856022401453	44.22362623644225	159.07719921830787	0.0071391042105439645	1.0	0.0	1.186556196539443	-115.30165182105125	0.07292404938371773	0.9191949265459133	0.03325341621663433	44.88214695161511	3
231000	-2880.0302629035928	-2761.994285362884	-118.03597754070867	-2761.994285362884	38.86338262938625	151.60724196127208	0.008189017336818639	1.0	0.0	1.186556196539443	-110.80096818709495	0.04092340224613407	0.933184979800513	0.032264917910428945	39.832345499666566	2
232000	-2887.04696530204	-2764.620891155961	-122.42607414607876	-2764.620891155961	40.09191324300425	165.68966424736385	0.007212674982779846	1.0	0.0	1.186556196539443	-115.188672030508	0.040751500962443676	0.8564345935079096	0.14052969982919472	40.144807700247455	3
233000	-2872.2906208353434	-2756.1168255849425	-116.17379525040096	-2756.1168255849425	38.98179857806009	140.9964755816125	0.008446256347804817	1.0	0.0	1.186556196539443	-108.96228392357688	0.042610211023215584	0.9115831701838419	0.07809483292323934	39.402150888917426	1
234000	-2872.51796448679	-2756.6684357503873	-115.84952873640272	-2756.6684357503873	41.75092115354164	143.68180101198254	0.009520321779143883	1.0	0.0	1.186556196539443	-108.42576244703922	0.03054910125024641	0.9459831969827787	0.046845539477872664	43.096426880977745	4
235000	-2870.31080479716	-2746.553437720952	-123.75736707620814	-2746.553437720952	42.842442515875376	168.70940398587177	0.007354893190632873	1.0	0.0	1.186556196539443	-116.06170822623214	0.021192844341731836	0.9624428669557287	0.055692049738079286	47.00183521277656	1
236000	-2871.133278056034	-2750.8228862833594	-120.31039177267498	-2750.8228862833594	42.550265085553114	149.81928246673314	0.008351523851021057	1.0	0.0	1.186556196539443	-112.62234272186974	0.021401461864383724	0.965070779927529	0.05652918638986144	50.827781787390165	0
237000	-2876.361019634508	-2754.022865064948	-122.33815456956007	-2754.022865064948	43.03291264340533	162.36485822084492	0.006580027379237804	1.0	0.0	1.186556196539443	-115.00668355288462	0.03502680076485559	0.9392258150430111	0.041932579038534215	52.649889004016366	2
238000	-2878.9064867148995	-2753.244574039359	-125.66191267554036	-2753.244574039359	44.37261823011735	174.1231838545887	0.0062383689616557405	1.0	0.0	1.186556196539443	-118.56789796121309	0.05333784119608848	0.9102441183717721	0.03644372766799782	55.15955963049571	2
239000	-2873.2486071664644	-2745.186411667188	-128.06219549927602	-2745.186411667188	47.260090120876576	195.86925684082794	0.006260471293951202	1.0	0.0	1.186556196539443	-120.45876917769371	0.023867987045161045	0.9596777202619959	0.029295543545126878	52.75538289318145	1
240000	-2872.296877719026	-2746.399564481536	-125.89731323749005	-2746.399564481536	46.282395961891964	185.44442724811785	0.006053431653586197	1.0	0.0	1.186556196539443	-118.04997868116305	0.01755799172010965	0.9659339159381855	0.03655114847604365	49.91299768809905	1
241000	-2883.3442652948124	-2752.1648056296817	-131.1794596651305	-2752.1648056296817	53.38746000804823	212.7129239112499	0.0050815138910600835	1.0	0.0	1.186556196539443	-123.51327303304002	0.02199823943683721	0.9724830769011374	0.01924074546775864	57.79608908928488	0
242000	-2883.918356910654	-2750.740264781401	-133.17809212925275	-2750.740264781401	52.008529025099776	219.270934464858	0.006277436967027958	1.0	0.0	1.186556196539443	-125.92512325820935	0.039697774523486946	0.9724830769011374	0.002916314972631578	58.802453075426385	0
243000	-2876.1362334425817	-2751.1168606176275	-125.01937282495419	-2751.1168606176275	44.89142279734882	172.82472178632787	0.005870790988706472	1.0	0.0	1.186556196539443	-116.94267317779638	0.013389038160306607	0.9836400969790662	0.01558547232769716	57.738494521721066	2
244000	-2869.2378767028704	-2751.19547215949	-118.04240454338075	-2751.19547215949	42.262914214568795	152.65618970376536	0.007756947524209384	1.0	0.0	1.186556196539443	-110.37165771764543	0.021877602732776284	0.9822774567972755	0.012732398588027207	46.77213283872567	1
245000	-2880.2145732792924	-2754.217868573799	-125.99670470549356	-2754.217868573799	47.33646036824079	186.72100825683972	0.007349471684287505	1.0	0.0	1.186556196539443	-118.51804567550897	0.02825555116579221	0.9822774567972755	0.00359571129218691	49.81008500796418	1
246000	-2884.097438155074	-2760.6318824062264	-123.46555574884758	-2760.6318824062264	44.27489577700354	173.03523118649605	0.007423693698416265	1.0	0.0	1.186556196539443	-115.93974551877925	0.02648003310447554	0.960912952564214	0.019330717852251416	49.70306075166154	0
247000	-2875.8860928471067	-2758.9530031167237	-116.93308973038297	-2758.9530031167237	40.61811356209823	149.34638585830925	0.00733748730855568	1.0	0.0	1.186556196539443	-109.19864205914132	0.020181329210832297	0.960912952564214	0.05329851099620763	40.83556305438476	3
248000	-2872.076714347132	-2752.136358515193	-119.94035583193917	-2752.136358515193	43.15939831858796	161.87329781123125	0.008152252587627824	1.0	0.0	1.186556196539443	-112.91644025398571	0.06307220960770235	0.9569943965323555	0.008859348717565291	46.35267761239446	0
249000	-2883.8462414545684	-2750.3247168396047	-133.5215246149636	-2750.3247168396047	46.41741778191378	180.0678086222801	0.007093197052565918	1.0	0.0	1.186556196539443	-126.50046586113507	0.06354687573564322	0.755002405421664	0.09391504819153235	63.25872771161385	0
250000	-2868.8047524104254	-2743.244420349543	-125.56033206088243	-2743.244420349543	44.867233210703645	181.6450379093703	0.006890964371140035	1.0	0.0	1.186556196539443	-118.45861232349768	0.05247952791719464	0.9305008226129188	0.014446241026513339	46.1695694406363	1
251000	-2885.6534193867747	-2756.7011808353263	-128.95223855144846	-2756.7011808353263	47.02691956528229	186.063378127918	0.007354325261081332	1.0	0.0	1.186556196539443	-121.8526264457332	0.05271854461226119	0.9455489108920142	0.007156142969957847	60.4867445365379	0
252000	-2889.1860643545883	-2759.8283076801154	-129.35775667447297	-2759.8283076801154	47.97714486780443	203.16909987418802	0.006012623006593142	1.0	0.0	1.186556196539443	-121.16582734401332	0.011736390948864478	0.931405143733874	0.1628244523301104	58.38619304371913	5
253000	-2894.336998942684	-2742.8406604632114	-151.49633847947288	-2742.8406604632114	57.731989236808175	281.4835139976901	0.004471306464043112	1.0	0.0	1.186556196539443	-144.49069725929672	0.06635407415973404	0.7430841281554974	0.030127728826309683	72.41767750472714	1
254000	-2888.621697364572	-2744.9637496104706	-143.6579477541013	-2744.9637496104706	55.66516872958233	287.1439368747529	0.003894710227864625	1.0	0.0	1.186556196539443	-136.1560364072196	0.02734699252436293	0.8592449943351494	0.13424403966911985	68.27852504590629	3
255000	-2885.551885339805	-2748.6279964763708	-136.92388886343394	-2748.6279964763708	55.05698855319727	251.5197555952562	0.004521848085250934	1.0	0.0	1.186556196539443	-129.3263814330975	0.024048995241468706	0.8830592261587671	0.1110483357969029	60.134389005628066	3
256000	-2885.9123748549823	-2751.555220231226	-134.35715462375626	-2751.555220231226	50.7815878881664	217.0843281873149	0.0053738823227796675	1.0	0.0	1.186556196539443	-126.7292114162974	0.02311262309527808	0.9439690994038501	0.028834597910061658	70.0274354630078	2
257000	-2884.1552630231918	-2745.309045845845	-138.84621717734663	-2745.309045845845	57.3188255615025	257.3765691635701	0.0044969787736571145	1.0	0.0	1.186556196539443	-131.58150787838466	0.038925777052325465	0.9390494991330144	0.011371040720550276	60.43086540048159	1
258000	-2878.3784632017287	-2743.8421669562026	-134.53629624552622	-2743.8421669562026	49.28986307811679	231.20534958116644	0.0051836468485530265	1.0	0.0	1.186556196539443	-127.43645721782488	0.05266908910039992	0.9366604974228504	0.011176160780005742	50.69772295914307	1
259000	-2880.1414392389584	-2744.1768345870073	-135.96460465195096	-2744.1768345870073	49.378000284555526	236.56027329006346	0.005619653472165551	1.0	0.0	1.186556196539443	-128.53851338105292	0.030430010560226005	0.921590794285373	0.053765985095975286	52.019636141819966	0
260000	-2887.6956211048914	-2751.3540720610463	-136.34154904384508	-2751.3540720610463	46.88113383991044	223.8293906985474	0.005929118363444654	1.0	0.0	2.5599117628395414	-127.68115580932589	0.037552427875856054	0.8885482514828145	0.0665704991186873	53.890230909939575	0
261000	-2884.1896012085244	-2748.7031546537582	-135.48644655476622	-2748.7031546537582	52.81063228033713	234.68013905818364	0.005620448618710446	1.0	0.0	2.5599117628395414	-126.32707330515623	0.018924278103670072	0.9639959880998072	0.026168672761593393	54.18530868482695	0
262000	-2881.0128073147835	-2748.1604606013166	-132.8523467134667	-2748.1604606013166	50.51394257842439	212.88682759468705	0.0054230665941282594	1.0	0.0	2.5599117628395414	-123.91847803782602	0.025262216929615722	0.9238648681560829	0.05334522619571485	56.32808758578612	2
263000	-2882.175877131382	-2746.6842900324973	-135.49158709888476	-2746.6842900324973	48.39713312637688	231.08890910486252	0.005389016038176604	1.0	0.0	2.5599117628395414	-126.69696783605305	0.03064120916100604	0.9228547649204101	0.036856396932465715	51.75810313745713	1
264000	-2881.404978773454	-2751.1149019297022	-130.29007684375145	-2751.1149019297022	48.78041804397679	200.11901825173004	0.005249669731408812	1.0	0.0	2.5599117628395414	-121.70482296084536	0.04255780068827401	0.9332139568772331	0.017301675466903588	50.95498647823935	1
265000	-2881.306416289569	-2753.884965188964	-127.4214511006046	-2753.884965188964	48.40165660144455	187.19111377814423	0.0057447118722557255	1.0	0.0	2.5599117628395414	-119.01727556894338	0.061882595955600146	0.9234225155138144	0.020222466515518952	48.548638747469184	1
266000	-2878.891080904815	-2749.9401790186175	-128.9509018861975	-2749.9401790186175	48.46405045146959	194.0848094376894	0.006133932773374233	1.0	0.0	2.5599117628395414	-120.43232922348179	0.0480789366995135	0.9095281629269969	0.03258417575130601	48.614919469571326	0
267000	-2875.315330655186	-2746.1956395929988	-129.11969106218697	-2746.1956395929988	46.337615991267434	180.42392175813038	0.006542259841834271	1.0	0.0	2.5599117628395414	-120.80492245362204	0.08699436377470139	0.8760064439604178	0.016946495062497683	47.35202922244681	0
268000	-2888.3241790256	-2751.49789436817	-136.82628465743028	-2751.49789436817	49.02804468453806	200.06954188507564	0.0059219653342345744	1.0	0.0	2.5599117628395414	-128.34647390660948	0.05195149263226545	0.8380228682887703	0.10749177426363249	75.6383725330481	2
269000	-2879.4377056504977	-2741.014797955888	-138.42290769460988	-2741.014797955888	51.40730848056572	225.6998395768805	0.0053493912122169135	1.0	0.0	2.5599117628395414	-129.08946145047102	0.015340706250518399	0.8935646544455447	0.17681063762925084	62.11275549246398	2
270000	-2887.9109405053796	-2751.13196779512	-136.77897271025932	-2751.13196779512	54.80832385265287	235.22202130686642	0.005103199149343308	1.0	0.0	2.5599117628395414	-128.05391455024687	0.03395397787870316	0.9244351815683217	0.02851021560858026	58.1220228054616	0
271000	-2887.732075039003	-2750.649360351428	-137.0827146875749	-2750.649360351428	50.30417218987475	230.0934780007403	0.005103199149343308	1.0	0.0	2.5599117628395414	-128.6278214497286	0.05479284373019454	0.889220687413227	0.02208279088109628	57.91429472787787	3
272000	-2884.169755433328	-2746.8311414740915	-137.33861395923674	-2746.8311414740915	52.194714353888706	234.6242476273316	0.004842487295072392	1.0	0.0	2.5599117628395414	-128.83826175326567	0.0498130124870604	0.8903987171064469	0.04123579712787117	55.17709290170922	0
273000	-2883.4383112918813	-2746.188681067528	-137.24963022435344	-2746.188681067528	55.81461041373868	218.03198864825404	0.00486180111718788	1.0	0.0	2.5599117628395414	-128.70879435194578	0.0460872966588646	0.8111493192636607	0.1153984831721552	59.643307238298675	0
274000	-2886.4148646839217	-2742.9105375623185	-143.50432712160298	-2742.9105375623185	54.42656791521183	263.3613267543016	0.004510668425972571	1.0	0.0	1.5232812245307388	-136.17410594322325	0.06889053096220817	0.7318723254558216	0.10946978735166929	55.77390517864134	1
275000	-2880.3338990795683	-2738.301803976659	-142.03209510290924	-2738.301803976659	57.785528212947725	270.716553939106	0.004439205613500337	1.0	0.0	1.5232812245307388	-134.2083522715002	0.02791772834119602	0.8723432387104016	0.08199777083652303	65.474662515557	1
276000	-2891.513006578558	-2751.3122185015272	-140.20078807703047	-2751.3122185015272	54.30062786623728	229.31810845536612	0.0047832351493017925	1.0	0.0	1.5232812245307388	-132.92447682472107	0.0881579634964134	0.7849573818771586	0.04413837547965635	62.446487708834034	0
277000	-2877.305038496636	-2741.7802971385395	-135.52474135809652	-2741.7802971385395	56.88051396647045	235.78521647123188	0.0047249313137308485	1.0	0.0	1.5232812245307388	-127.93269455393896	0.03953322632510035	0.82040625513039	0.1380154980014245	59.44147671068234	3
278000	-2892.52979430556	-2744.615120786142	-147.91467351941748	-2744.615120786142	66.23593702619712	318.597596508845	0.0037698964461129357	1.0	0.0	1.5232812245307388	-140.25214153611466	0.03531886253035994	0.7306706804352343	0.2185256572385554	67.93797460002953	2
279000	-2891.2003329799027	-2742.108253462566	-149.09207951733669	-2742.108253462566	62.123065880236865	310.6222486530644	0.004063232505707445	1.0	0.0	1.5232812245307388	-141.6964067151009	0.057680895054110316	0.834720117967038	0.03337354028977008	69.39539804939683	0
280000	-2880.6300841617735	-2736.25607920377	-144.37400495800372	-2736.25607920377	65.03027139940447	296.66719187524683	0.003986745161943349	1.0	0.0	1.5232812245307388	-136.52626293658378	0.02700752171069694	0.8087670832011999	0.11564507591958764	80.2191069275457	3
281000	-2888.3755680160484	-2754.029939634095	-134.34562838195302	-2754.029939634095	57.4457748807456	232.35412030398726	0.005321873307744817	1.0	0.0	1.5232812245307388	-126.55611502822897	0.02929232856987727	0.9472549483394357	0.023161842397615158	60.38832903826061	2
282000	-2886.5412433069123	-2748.2573193791004	-138.2839239278121	-2748.2573193791004	58.57530986148097	232.91903346735572	0.0052368563397034214	1.0	0.0	1.5232812245307388	-130.3319571653041	0.0234981582122082	0.9269104839341978	0.06151302591721571	79.76978151950672	1
283000	-2893.223088091435	-2749.603087741487	-143.62000034994782	-2749.603087741487	54.583695270164995	268.67884393728417	0.003947102191784889	1.0	0.0	1.5232812245307388	-135.91065140087372	0.0328978742159408	0.9326717081359619	0.04374789412282321	60.93937704503065	1
284000	-2882.9885888860454	-2740.6096585969667	-142.37893028907868	-2740.6096585969667	55.44571722570106	271.1406865109623	0.00443596309496869	1.0	0.0	1.5232812245307388	-134.95189066319836	0.053743474421548094	0.9059233785131794	0.02455564063054834	59.197636034502295	0
285000	-2881.605135056759	-2738.887670944782	-142.71746411197728	-2738.887670944782	56.97786642890395	267.47654030628445	0.004155512903539037	1.0	0.0	1.5232812245307388	-134.82633486536278	0.025465508494409813	0.8978955582558724	0.05232919738225954	74.269056317725	1
286000	-2886.949349264487	-2737.743388927086	-149.20596033740117	-2737.743388927086	61.7954029113569	333.1584446604139	0.003621084608234351	1.0	0.0	1.5232812245307388	-141.04441279548882	0.018040145068989925	0.954981022265587	0.031364388359652065	64.7942112776006	0
287000	-2883.3367049585127	-2740.3605146262616	-142.976190332251	-2740.3605146262616	60.86035148834768	281.25174764414226	0.004207526755591324	1.0	0.0	1.5232812245307388	-135.50769877633925	0.04933782085108027	0.9519929814093584	0.005125675942166259	62.6753803404566	0
288000	-2886.0557584303147	-2739.8129544910967	-146.24280393921802	-2739.8129544910967	61.40492376028728	288.0808917166052	0.004150773156231174	1.0	0.0	1.5232812245307388	-138.29732169691792	0.023695071995867886	0.9408784319876006	0.029536417181426133	91.96662881208479	1
289000	-2885.672014099433	-2743.0845236925825	-142.5874904068503	-2743.0845236925825	52.50068692776267	271.3502860742852	0.004583945947915011	1.0	0.0	1.5232812245307388	-134.55059142160155	0.021064467687208197	0.9256795770806383	0.03885529132178159	60.08023840985101	0
290000	-2884.764633222336	-2744.643771341394	-140.1208618809424	-2744.643771341394	53.670093195815255	260.8149714720036	0.005030109696544746	1.0	0.0	1.5232812245307388	-132.65521755039617	0.049624751782460085	0.872794304978271	0.04749548061957159	54.46308847811853	1
291000	-2885.0881064480172	-2744.159462587618	-140.92864386039943	-2744.159462587618	54.492725562184184	262.6038837040029	0.004589175837754705	1.0	0.0	1.5232812245307388	-133.35210317176723	0.040568149443831775	0.8340249894766367	0.0827962269961651	59.983438062962534	1
292000	-2887.0705709491594	-2741.6893219979465	-145.3812489512128	-2741.6893219979465	60.59412756998196	265.3698570504129	0.004339626522349432	1.0	0.0	1.5232812245307388	-137.84683068944994	0.04362645943972218	0.9063544492744731	0.017098605391071033	100.85178230502484	3
293000	-2890.0743517838077	-2742.2836688367106	-147.7906829470972	-2742.2836688367106	62.58216775037865	309.68199226229785	0.003864154824663676	1.0	0.0	1.5232812245307388	-139.80106356925597	0.02237374077235821	0.7850004066007666	0.16840304330223554	75.17699370379641	2
294000	-2894.5798902462043	-2741.466079345098	-153.11381090110606	-2741.466079345098	68.56300339033433	333.55659250315756	0.0037844220528517086	1.0	0.0	1.5232812245307388	-145.25335421182368	0.02654188827193058	0.7944473484900563	0.1295474574760247	87.84146426217029	0
295000	-2890.797282182909	-2747.9590602576195	-142.8382219252894	-2747.9590602576195	60.05793310460908	284.7001885391515	0.004351230589143278	1.0	0.0	1.5232812245307388	-135.34269204162717	0.04683570402088861	0.7635883387077542	0.10762049049552533	60.94701347079288	2
296000	-2893.0473935399755	-2748.0901872025047	-144.95720633747084	-2748.0901872025047	50.62865040291238	262.72176229962037	0.004790456919516857	1.0	0.0	1.5232812245307388	-137.3505320914104	0.038595980788462825	0.754462657997102	0.12612957978905232	86.25628895130146	2
297000	-2890.076597589213	-2743.30364930346	-146.77294828575288	-2743.30364930346	61.17716151387104	317.4160331594869	0.004275724813960829	1.0	0.0	1.5232812245307388	-139.01537410691554	0.030654608834017057	0.8385838612594171	0.08505491465703352	62.8590476195705	1
298000	-2889.599305627374	-2744.166243846254	-145.43306178112022	-2744.166243846254	58.18231501549134	290.24039900534177	0.004275724813960829	1.0	0.0	1.5232812245307388	-137.8242888693021	0.03846121616373924	0.820394931386767	0.12816565428819707	60.15234957423133	1
299000	-2892.708675596891	-2742.1968824829596	-150.51179311393145	-2742.1968824829596	64.26452918443152	316.134932258596	0.004275724813960829	1.0	0.0	1.5232812245307388	-142.86229049048939	0.03604445500947364	0.7062252064475136	0.1530913784235547	99.02238468354939	2
300000	-2896.2695571017316	-2748.171233571649	-148.09832353008264	-2748.171233571649	61.652805484526	320.9453688581873	0.0044654415129721705	1.0	0.0	1.5232812245307388	-140.15764276516686	0.023845775479798086	0.8803884356477817	0.11174235673086644	62.726067778256585	1
301000	-2892.646051535489	-2746.383818853966	-146.2622326815226	-2746.383818853966	58.77623751350075	287.731689324176	0.004911583126655815	1.0	0.0	1.5232812245307388	-138.5913453861396	0.03487324154715195	0.71916427844535	0.15515314711778336	60.08964161676319	1
302000	-2880.2786809895256	-2741.3693390589146	-138.909341930611	-2741.3693390589146	57.148238111781374	251.5452034924864	0.004906369321208754	1.0	0.0	1.5232812245307388	-131.46133400218667	0.05142413315849146	0.8930111556940908	0.028498261786803224	62.457623382540504	1
303000	-2876.976626692287	-2744.011812803626	-132.96481388866096	-2744.011812803626	47.09246365595608	196.63284740753286	0.005938139466555761	1.0	0.0	1.5232812245307388	-125.09706839932788	0.026287975114316395	0.8090939003587989	0.3035324648283994	53.149033378593096	3
304000	-2886.94635357757	-2756.1595026335885	-130.78685094398153	-2756.1595026335885	48.26883120432396	192.74702111653352	0.006187894383608546	1.0	0.0	1.8828019779210583	-123.06053287628612	0.062011526493358476	0.8651938782719856	0.0507186881855491	57.99356174489873	1
305000	-2880.222186894641	-2744.7961245594856	-135.4260623351552	-2744.7961245594856	51.36677359604224	236.56277669622423	0.005156600306828802	1.0	0.0	1.8828019779210583	-127.49738485318825	0.041081470145001193	0.9342535421478884	0.02061655165418608	52.26916377411985	0
306000	-2890.306707851633	-2747.5920657364813	-142.71464211515152	-2747.5920657364813	52.336166348458114	267.0264606599007	0.005156600306828802	1.0	0.0	1.8828019779210583	-134.4082143222805	0.023653997694988185	0.8991431499056666	0.058544995684311235	67.8995514437237	1
307000	-2883.1555707431385	-2747.332486714174	-135.82308402896447	-2747.332486714174	47.880299458507345	213.32699036595676	0.006285982065308746	1.0	0.0	1.8828019779210583	-128.07689577042092	0.0589722697864431	0.8706259477752071	0.0528823007641452	63.05827527315717	1
308000	-2874.789575164551	-2745.2670353329945	-129.52253983155646	-2745.2670353329945	47.63180376331018	193.6569674226699	0.005961934429638782	1.0	0.0	1.8828019779210583	-121.83028266725867	0.06837198645088965	0.8656821288183366	0.040517607633681944	48.441804955391476	0
309000	-2885.1726582188353	-2748.1540488175597	-137.01860940127574	-2748.1540488175597	48.89098736849923	206.7213041664495	0.005976980843325824	1.0	0.0	1.8828019779210583	-129.3874310868135	0.09264335155940184	0.882164800202274	0.036714968218769364	51.37839619947919	1
310000	-2882.8969666898056	-2752.089504252628	-130.80746243717772	-2752.089504252628	49.105452248967865	191.59518604424727	0.00634989186578195	1.0	0.0	1.8828019779210583	-122.80241884374645	0.03628165479508063	0.9187716663492612	0.04665540874051901	64.54023360076661	0
311000	-2883.2712679559263	-2753.1381708383497	-130.13309711757643	-2753.1381708383497	49.61708982751073	199.12826497169297	0.006344735947723039	1.0	0.0	1.8828019779210583	-122.08760490648858	0.034087024556879814	0.9293643363186794	0.057899383244960384	50.98951804554338	1
312000	-2873.7638991619456	-2747.6384694316366	-126.12542973030885	-2747.6384694316366	47.666867515179796	173.47051449082	0.007059962017270093	1.0	0.0	1.8828019779210583	-118.24222297454673	0.044493133004350024	0.8847565549885906	0.07028424785562268	53.35047498973069	1
313000	-2878.1977197282117	-2756.5128883746056	-121.68483135360613	-2756.5128883746056	42.69688374329098	142.47673281746356	0.006745849986256837	1.0	0.0	1.8828019779210583	-113.8929914214605	0.05316371276966138	0.8161798789331083	0.11090920986296222	49.87704617248634	2
314000	-2873.8147726513457	-2746.0293861788614	-127.7853864724845	-2746.0293861788614	47.09498866261747	188.04062140702723	0.006456346230451109	1.0	0.0	2.309897492928055	-119.1561794396305	0.027208275152250872	0.9122608483413869	0.08899175905070253	48.50992707318696	2
315000	-2883.5293180999947	-2756.110592892407	-127.41872520758781	-2756.110592892407	48.06754237326413	188.98836887190748	0.006456346230451109	1.0	0.0	2.309897492928055	-119.2000945840077	0.05319504675140798	0.9072380496346315	0.035976867015062336	48.3110839153131	2
