#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.base.inference.CompoundDistribution">
#    <distribution id="prior" spec="beast.base.inference.CompoundDistribution">
#        <distribution conditionOnRhoSampling="true" id="FBD.t:PterosaurSmall" spec="sa.evolution.speciation.SABirthDeathModel">
#            <parameter id="originFBD.t:PterosaurSmall" lower="35.0" name="origin" spec="beast.base.inference.parameter.RealParameter" upper="150.0">70.0</parameter>
#            <parameter id="diversificationRateFBD.t:PterosaurSmall" lower="0.0" name="diversificationRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            <parameter id="turnoverFBD.t:PterosaurSmall" lower="0.0" name="turnover" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.5</parameter>
#            <parameter id="samplingProportionFBD.t:PterosaurSmall" lower="0.0" name="samplingProportion" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.5</parameter>
#            <parameter id="rFBD.t:PterosaurSmall" lower="0.0" name="removalProbability" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.0</parameter>
#            <parameter estimate="false" id="rhoFBD.t:PterosaurSmall" lower="0.0" name="rho" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.1</parameter>
#            <tree id="Tree.t:PterosaurSmall" spec="beast.base.evolution.tree.Tree">
#                <trait id="dateTrait.t:PterosaurSmall" spec="beast.base.evolution.tree.TraitSet" traitname="date" value="Austriadactylus cristatus=216.65,Austriadraco dallavecchiai=216.65,Caelestiventus hanseni=208.8,Carniadactylus rosenfeldi=217.25,Dromomeron gigas=210.35,Dromomeron gregorii=225.5,Dromomeron romeri=209.75,Eudimorphodon ranzii=217.25,Faxinalipterus minimus=225.42,Ixalerpeton polesinensis=233.23,Kongonaphon kely=238.25,Lagerpeton chanarensis=235,Maehary bonapartei=225.42,Pachagnathus benitoi=210.35,Peteinosaurus zambellii=217.25,Preondactylus buffarinii=216.8,PVSJ 883=229.35,Raeticodactylus filisurensis=212.25,Scleromochlus taylori=230.48,Seazzadactylus venieri=217.4,Yelaphomte praderioi=210.35">
#                    <taxa id="TaxonSet.PterosaurSmall" spec="beast.base.evolution.alignment.TaxonSet">
#                    </taxa>
#                </trait>
#                <taxonset idref="TaxonSet.PterosaurSmall"/>
#            </tree>
#        </distribution>
#        <prior id="ClockPrior.c:PterosaurSmall" name="distribution">
#            <parameter id="clockRate.c:PterosaurSmall" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            <Exponential id="Exponential.1" name="distr">
#                <parameter estimate="false" id="RealParameter.1" name="mean" spec="beast.base.inference.parameter.RealParameter">10.0</parameter>
#            </Exponential>
#        </prior>
#        <prior id="diversificationRatePriorFBD.t:PterosaurSmall" name="distribution" x="@diversificationRateFBD.t:PterosaurSmall">
#            <Gamma id="Gamma.0" name="distr">
#                <parameter estimate="false" id="RealParameter.2" name="alpha" spec="beast.base.inference.parameter.RealParameter">2.0</parameter>
#                <parameter estimate="false" id="RealParameter.3" name="beta" spec="beast.base.inference.parameter.RealParameter">0.1</parameter>
#            </Gamma>
#        </prior>
#        <prior id="GammaShapePrior.s:PterosaurSmall" name="distribution">
#            <parameter id="gammaShape.s:PterosaurSmall" lower="0.1" name="x" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <parameter estimate="false" id="RealParameter.0" name="mean" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            </Exponential>
#        </prior>
#        <prior id="originPriorFBD.t:PterosaurSmall" name="distribution" x="@originFBD.t:PterosaurSmall">
#            <Uniform id="Uniform.3" lower="35.0" name="distr" upper="150.0"/>
#        </prior>
#        <prior id="PropInvariantPrior.s:PterosaurSmall" name="distribution">
#            <parameter id="proportionInvariant.s:PterosaurSmall" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.0</parameter>
#            <Uniform id="Uniform.2" name="distr"/>
#        </prior>
#        <prior id="samplingProportionPriorFBD.t:PterosaurSmall" name="distribution" x="@samplingProportionFBD.t:PterosaurSmall">
#            <Uniform id="Uniform.6" name="distr"/>
#        </prior>
#        <prior id="turnoverPriorFBD.t:PterosaurSmall" name="distribution" x="@turnoverFBD.t:PterosaurSmall">
#            <Uniform id="Uniform.5" name="distr"/>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.base.inference.CompoundDistribution" useThreads="true">
#        <distribution data="@PterosaurSmall" id="treeLikelihood.PterosaurSmall" spec="beast.base.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:PterosaurSmall">
#            <siteModel gammaCategoryCount="4" id="SiteModel.s:PterosaurSmall" proportionInvariant="@proportionInvariant.s:PterosaurSmall" shape="@gammaShape.s:PterosaurSmall" spec="beast.base.evolution.sitemodel.SiteModel">
#                <parameter id="mutationRate.s:PterosaurSmall" lower="0.0" name="mutationRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <substModel id="LewisMK.s:PterosaurSmall" spec="morphmodels.evolution.substitutionmodel.LewisMK" stateNumber="7"/>
#            </siteModel>
#            <branchRateModel clock.rate="@clockRate.c:PterosaurSmall" id="StrictClock.c:PterosaurSmall" spec="beast.base.evolution.branchratemodel.StrictClockModel"/>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	Tree.height	Tree.treeLength	clockRate	mutationRate	proportionInvariant	gammaShape	FBD	diversificationRateFBD	turnoverFBD	samplingProportionFBD	originFBD	SACountFBD
460000	-2871.861736575708	-2757.2570591745803	-114.604677401128	-2757.2570591745803	37.46351607583604	130.36243166522968	0.009279390393037427	1.0	0.0	1.4162253084423393	-106.56386367420788	0.018357019376331597	0.9531237128347857	0.10720057245684833	40.883112906354896	2
461000	-2874.107209492187	-2760.1222004424194	-113.98500904976773	-2760.1222004424194	41.5600272120967	135.01120637809163	0.00964691742139821	1.0	0.0	1.4162253084423393	-106.66852875535447	0.054215520687152206	0.9325251874690846	0.031377836009138446	42.33222965802846	3
462000	-2871.3708579027902	-2752.0521246322987	-119.3187332704917	-2752.0521246322987	43.95237938547161	147.08559390886967	0.007563730298835339	1.0	0.0	1.4162253084423393	-112.15616444183905	0.09642409136903549	0.9032535544629435	0.013751466592830568	45.920572059045426	1
463000	-2875.1085935530623	-2752.6830466632277	-122.42554688983464	-2752.6830466632277	41.26274897717232	162.82207758326547	0.007478373397021737	1.0	0.0	1.1005065659948303	-115.56985183860634	0.0868362534598907	0.8988928208149322	0.020280947291005876	44.984983393229506	1
464000	-2873.693962493543	-2747.510462016251	-126.18350047729203	-2747.510462016251	43.48555382003271	160.09508679356063	0.007478373397021737	1.0	0.0	1.1005065659948303	-119.1788998104134	0.05373981966147063	0.7909173953105071	0.12875749981902693	57.34324239088168	2
465000	-2877.500402673895	-2749.134818672973	-128.36558400092255	-2749.134818672973	48.383273686969154	195.88599785941517	0.006643780430767052	1.0	0.0	1.1005065659948303	-120.87218212678077	0.02463673867701183	0.951800020058992	0.03864301922551611	53.59782421653108	0
466000	-2874.241427562324	-2746.0387598803663	-128.20266768195768	-2746.0387598803663	49.136770658175124	186.81643197430392	0.0059170857551782505	1.0	0.0	1.7691938252387414	-120.07827045266384	0.025908658010945388	0.9269209499507737	0.0869679920089009	55.76907188961869	2
467000	-2884.147702549428	-2748.06211739868	-136.08558515074776	-2748.06211739868	53.86389008800737	234.91510922490698	0.004842164931705393	1.0	0.0	1.7691938252387414	-128.41928394029577	0.05453337452891062	0.9055495998267429	0.021280076220939758	55.96990763287291	0
468000	-2881.5011488551972	-2748.765101192886	-132.7360476623111	-2748.765101192886	48.56406965895324	207.56634954466602	0.004595734969695556	1.0	0.0	2.8254134907142125	-123.58227691407437	0.026866113280442652	0.9282870575908776	0.06593060703275447	49.55182495314354	0
469000	-2880.530062423478	-2741.667822891793	-138.86223953168493	-2741.667822891793	52.358893210399835	236.23809440726595	0.005470139070644191	1.0	0.0	2.8254134907142125	-130.07402009426977	0.04769197379745702	0.8357082521389456	0.11258714265784134	52.443223742185175	1
470000	-2887.05026663758	-2750.3470458409233	-136.70322079665655	-2750.3470458409233	49.97737040128386	234.28581922603325	0.0058858113987319185	1.0	0.0	1.465322043581805	-129.13245634748506	0.03725573186459061	0.8252579974363846	0.15870563936185833	52.92454916948219	2
471000	-2880.8227866333327	-2744.6689095967326	-136.15387703660022	-2744.6689095967326	52.17549835835473	221.95571652252426	0.005257624778704113	1.0	0.0	1.465322043581805	-128.88065865079395	0.0686961670520471	0.6961499386899289	0.15898483769321178	60.55032885311378	3
472000	-2877.953937105194	-2748.709900694301	-129.24403641089347	-2748.709900694301	53.91587841148479	199.36551218680464	0.005665970188563768	1.0	0.0	1.465322043581805	-121.81063899984665	0.047217854011190497	0.8759419132548475	0.04684931708872	55.96330536491327	3
473000	-2879.506902806625	-2741.8048998867002	-137.70200291992478	-2741.8048998867002	56.39568696780999	252.16360899337087	0.004550389153813317	1.0	0.0	1.465322043581805	-129.9908992169332	0.030153918383272475	0.9398887045599951	0.024499351957317377	60.019474926691245	0
474000	-2878.171564278227	-2748.239348046604	-129.93221623162304	-2748.239348046604	47.94952279041533	189.0182640866563	0.007233643459847517	1.0	0.0	1.465322043581805	-122.13740263605962	0.026834160879501263	0.9232400430125627	0.10257340371808775	54.92216591021138	1
475000	-2880.5514974589482	-2760.2718059936205	-120.27969146532762	-2760.2718059936205	43.059869840349194	153.89782795794972	0.006701587394689956	1.0	0.0	1.465322043581805	-112.94876830075044	0.05866188567107803	0.8988780329115768	0.0411746133699503	47.64828852786418	3
476000	-2875.5059827823156	-2747.2623472912337	-128.24363549108205	-2747.2623472912337	46.05568242056926	192.7908951324827	0.006389905937070831	1.0	0.0	1.465322043581805	-120.5671921184894	0.03171408137586531	0.934377217676297	0.056287385339448534	48.6043556671036	2
477000	-2878.6344508312222	-2749.1874856169907	-129.44696521423168	-2749.1874856169907	49.42147557397429	199.9848671537057	0.006104183079677418	1.0	0.0	1.465322043581805	-121.42509350937954	0.019960817984574445	0.9221764638746158	0.07527603532413078	50.02935895175679	3
478000	-2884.566898815793	-2744.7672543344324	-139.79964448136087	-2744.7672543344324	51.6005585005538	241.26387829268015	0.006007684006742437	1.0	0.0	1.465322043581805	-131.75601884550247	0.019427135972924194	0.911160572348577	0.06668695707659651	66.76724111361186	1
479000	-2874.6865889690903	-2743.122910122577	-131.56367884651326	-2743.122910122577	50.74627862855883	203.59423693194725	0.006012854033411101	1.0	0.0	1.465322043581805	-124.26441150665403	0.0636253198512629	0.8424097591958088	0.07327568130248471	51.56389207753144	1
480000	-2880.2843644024992	-2747.5172314737697	-132.7671329287297	-2747.5172314737697	50.88545273378463	196.0076940002337	0.006081883683935574	1.0	0.0	1.465322043581805	-125.32939610058284	0.046836315404822956	0.7559076712444783	0.16335734491352302	67.91001951797458	3
481000	-2875.1390907451505	-2751.164526468707	-123.97456427644325	-2751.164526468707	47.89593143609928	170.96256896832364	0.006564676737016966	1.0	0.0	1.465322043581805	-116.6620340761852	0.06142240571269181	0.8872403723587662	0.06027142188353996	48.09082765122999	2
482000	-2879.171846274925	-2754.7631675783136	-124.40867869661145	-2754.7631675783136	38.57770739532191	151.2538345727973	0.007452262485020051	1.0	0.0	1.465322043581805	-117.15048869980606	0.0723406174500776	0.9116713837355943	0.045209545461703846	50.847236597371996	2
483000	-2872.8865923997173	-2752.5747630272836	-120.31182937243352	-2752.5747630272836	39.53507286843531	150.23809030117334	0.007570515516190676	1.0	0.0	1.465322043581805	-113.07443733253811	0.07875411102651905	0.9181877957718608	0.012740870016816693	44.73691316837198	1
484000	-2872.704632372232	-2744.951895328275	-127.75273704395686	-2744.951895328275	44.146056988448656	180.32119014533177	0.0067758652024818905	1.0	0.0	1.465322043581805	-119.60772816616623	0.017162319660352695	0.9277143600478246	0.1341733459184097	44.194613582995	1
485000	-2879.232752692293	-2748.925748388364	-130.30700430392906	-2748.925748388364	46.06954084793823	197.10510635556113	0.006307026410156689	1.0	0.0	1.465322043581805	-122.97689282965288	0.05877171992430963	0.9256551689978921	0.028356479646756323	46.994725579999745	2
486000	-2886.4264748516985	-2755.2059821446355	-131.22049270706293	-2755.2059821446355	42.188277555705824	174.76334956685955	0.0071229066697886855	1.0	0.0	1.465322043581805	-123.99734395952265	0.085192211915593	0.672243176851155	0.1953009749480658	46.72331153917756	1
487000	-2873.828938188477	-2756.0251370578517	-117.8038011306251	-2756.0251370578517	40.3694731232558	146.78024649229118	0.007551895902742822	1.0	0.0	1.0893252368081399	-110.80310758730565	0.05290964500488404	0.864213353098239	0.09833957829528772	44.553009422907465	4
488000	-2870.1907240252917	-2752.436536778356	-117.75418724693567	-2752.436536778356	39.98312569889601	144.81679870953164	0.008428947818702815	1.0	0.0	1.0893252368081399	-110.68838159803985	0.04650108512091464	0.9067791917179859	0.06817167085813262	43.677757573186106	1
489000	-2875.557016687187	-2759.186507519333	-116.3705091678539	-2759.186507519333	41.00220714535832	140.02677314386273	0.00894179459587864	1.0	0.0	1.0893252368081399	-109.22502602013958	0.04040059637765446	0.930076978275342	0.043168435898723274	47.05022477539439	2
490000	-2868.9928630977706	-2748.8714643451553	-120.12139875261549	-2748.8714643451553	41.76574317909241	157.7705579147588	0.007544324561842083	1.0	0.0	1.0893252368081399	-112.95398739994339	0.03894948058472917	0.9327484631884421	0.05995677893719057	41.9928289824871	1
491000	-2872.740871293192	-2750.3973339248837	-122.34353736830842	-2750.3973339248837	42.98229760306417	159.14952212034478	0.006728197951636999	1.0	0.0	1.0893252368081399	-115.37935658497653	0.05738320135511864	0.846965981470651	0.09659153626158583	44.79530942157743	1
492000	-2869.216758405121	-2750.8990074555118	-118.31775094960896	-2750.8990074555118	40.53320496263814	149.2507154345042	0.007602170833132089	1.0	0.0	1.731248339415173	-110.6387414452571	0.049123387140312016	0.9298369366158421	0.02672754998558942	43.25936638745612	1
493000	-2870.5538352509548	-2751.821614442683	-118.7322208082721	-2751.821614442683	41.64964197707257	154.81166730179024	0.008169408866155586	1.0	0.0	1.731248339415173	-110.84413823531806	0.03440149232342547	0.952026841634287	0.02945076647539695	42.780084255012575	1
494000	-2877.172592572352	-2754.20844784736	-122.96414472499231	-2754.20844784736	41.57242715371474	163.74512260232908	0.0068495358784534935	1.0	0.0	1.731248339415173	-115.36878921619875	0.05887693936994839	0.8945954140625122	0.0628554901990336	42.68502831848633	1
495000	-2875.935200053866	-2749.959939129812	-125.97526092405413	-2749.959939129812	41.90727849574384	180.37053079637175	0.0068495358784534935	1.0	0.0	1.731248339415173	-117.87809912039029	0.025540958823284086	0.9288022550472307	0.059110092567182256	42.630202640357794	1
496000	-2872.3039247113497	-2748.0595923239193	-124.24433238743053	-2748.0595923239193	45.05145030339588	167.2734648914874	0.0068495358784534935	1.0	0.0	1.731248339415173	-116.75346914611075	0.08418798549532552	0.8833503066398946	0.03982304104015015	45.71485319808999	2
497000	-2874.5419332701654	-2748.5505520169568	-125.99138125320862	-2748.5505520169568	43.62890709899414	177.0947802468957	0.007725717594653247	1.0	0.0	1.731248339415173	-118.437314075144	0.06569178841600713	0.8706585137825703	0.032979751252074745	44.20044393738107	3
498000	-2880.093363276401	-2752.1536406997716	-127.93972257662921	-2752.1536406997716	43.41443232535117	184.3091202659635	0.006962574132912394	1.0	0.0	1.731248339415173	-120.336192113644	0.05773539243324013	0.8620706825226435	0.04826749278158133	51.93113817195716	3
499000	-2886.1046495758405	-2755.958814146324	-130.14583542951627	-2755.958814146324	43.39551274047689	183.84435683884533	0.005930394220150322	1.0	0.0	1.731248339415173	-122.65727590941155	0.08542228960149749	0.7828578005155444	0.05141728236973712	47.05256168974504	2
500000	-2882.516226973031	-2750.5820986928247	-131.9341282802061	-2750.5820986928247	42.04753754308635	179.3851539491675	0.007089172405780427	1.0	0.0	1.731248339415173	-124.34968771767088	0.060496269728673106	0.8694611365117398	0.059483920681563315	69.16613838958412	1
501000	-2881.0587675596003	-2751.4432889032223	-129.61547865637783	-2751.4432889032223	47.68828999635231	199.98563925699017	0.006965568411908051	1.0	0.0	1.731248339415173	-121.890548357764	0.04503720795302085	0.9149574487465114	0.04501056656436279	48.60029492381419	2
502000	-2879.9546217447014	-2752.7829694072475	-127.17165233745395	-2752.7829694072475	42.9018825255569	181.2617310391067	0.006993561986282192	1.0	0.0	1.731248339415173	-119.32776517756344	0.03683875406953394	0.9002340280215875	0.042997374230542514	45.100998457837534	2
503000	-2881.5910360096677	-2753.366628077356	-128.22440793231192	-2753.366628077356	41.1608442526384	187.87720449736844	0.00674643302136428	1.0	0.0	1.731248339415173	-120.61374721572794	0.056777429064787444	0.9155754483829674	0.01524355418723031	42.12136660199423	1
504000	-2882.2414584488947	-2754.2875304869854	-127.95392796190927	-2754.2875304869854	45.74688736190376	179.54133095662996	0.007285847632544169	1.0	0.0	1.731248339415173	-120.47536890488146	0.09436489920850258	0.9051559265338741	0.022700156489968162	46.46978034337515	1
505000	-2871.842171483837	-2750.3872423398816	-121.45492914395513	-2750.3872423398816	42.25161629890861	165.51913682949467	0.007299142761883841	1.0	0.0	1.731248339415173	-113.85280659168254	0.05793311642036617	0.9649400983599127	0.008911954175312443	43.07122152115006	0
506000	-2879.423596137778	-2753.0377766347865	-126.3858195029915	-2753.0377766347865	46.930424185928196	181.58444906519932	0.005623703507106606	1.0	0.0	1.731248339415173	-117.68970636652148	0.012288794524609636	0.9658792010856235	0.07843221171037155	47.04676685656337	1
507000	-2874.5961349799027	-2748.474418122132	-126.1217168577707	-2748.474418122132	42.63462727475743	183.08788293686	0.007054025950323487	1.0	0.0	1.731248339415173	-118.5795607400651	0.06808350972867332	0.923600313998862	0.01580674153744385	45.71645008648939	0
508000	-2878.6697793202907	-2750.521618145277	-128.14816117501388	-2750.521618145277	43.068774216659214	168.01121587535755	0.007327677026072024	1.0	0.0	1.731248339415173	-120.64264337338504	0.07794930158802316	0.8195287948074056	0.04414753891865171	53.152072390525184	1
509000	-2872.4757055680825	-2749.0078277491675	-123.46787781891501	-2749.0078277491675	44.255677620146194	173.65614662721813	0.006962996176349405	1.0	0.0	0.9948161223699373	-116.34189241731661	0.03578224299843458	0.8397318390604751	0.20423303506890228	44.597085934730664	4
510000	-2881.8324398992313	-2755.305129838769	-126.52731006046214	-2755.305129838769	42.05072761718858	181.45555549947738	0.005995771407539459	1.0	0.0	0.9948161223699373	-119.70001259192553	0.06388251536410461	0.793683440506341	0.09934175938861435	46.43337082150064	3
511000	-2879.8120562592107	-2750.275513627187	-129.53654263202347	-2750.275513627187	47.23171410351021	196.9566952445193	0.006124552510718094	1.0	0.0	0.9948161223699373	-122.50696826609007	0.04187626337136756	0.8865926109468297	0.05829844361433949	55.909418071985705	2
512000	-2878.233208759065	-2750.144662614121	-128.08854614494405	-2750.144662614121	47.23525376707393	190.75077631040548	0.0068653148059448655	1.0	0.0	0.9948161223699373	-121.10108549354818	0.04512153827278642	0.8750772883757882	0.08011680918111228	58.10943583978706	4
513000	-2879.1017756615333	-2750.445193803063	-128.65658185847028	-2750.445193803063	47.7204198308209	195.97649860812007	0.00634634093101173	1.0	0.0	0.9948161223699373	-121.81831406364518	0.06202463192168796	0.7970332503977549	0.0898721329681693	47.96067970886797	3
514000	-2882.8194447583874	-2751.611872345998	-131.20757241238903	-2751.611872345998	51.795417405157586	196.41694903179308	0.00573453583561964	1.0	0.0	0.9948161223699373	-124.21245523004868	0.04449082258150606	0.8433338235074418	0.07922417324520355	57.38178557627159	1
515000	-2878.2715339812107	-2741.762737250288	-136.50879673092268	-2741.762737250288	50.64302072803761	223.10222726085868	0.005520926382439059	1.0	0.0	0.9948161223699373	-129.49423046046178	0.04297769113484184	0.8340861788496647	0.05010571834994778	52.16594070906572	1
516000	-2878.220964460605	-2748.241036896827	-129.9799275637781	-2748.241036896827	48.0933986283476	194.03726309661846	0.006940620560861472	1.0	0.0	0.9948161223699373	-122.97506016901498	0.04373083455923076	0.8815674040220078	0.05579442764529105	61.72147079343759	2
517000	-2881.203839642963	-2752.7144380541154	-128.48940158884741	-2752.7144380541154	43.63947384026552	163.65911148073997	0.006940620560861472	1.0	0.0	0.9948161223699373	-121.73198957683182	0.08269086515543772	0.7061221415824028	0.17738574161935305	56.64967789113508	2
518000	-2876.5719993124676	-2753.99776607739	-122.57423323507746	-2753.99776607739	46.577751276246694	160.56108771226428	0.006915066265751586	1.0	0.0	0.9948161223699373	-115.80785323806877	0.07891822745866432	0.8602918270098966	0.05492135421767765	51.94347768136279	3
519000	-2880.5082322742546	-2762.0751154302316	-118.43311684402302	-2762.0751154302316	44.28728647222042	154.43229260958037	0.00827637047636964	1.0	0.0	0.9948161223699373	-111.25475923644858	0.033043430462445754	0.9393005563597463	0.039578971546103306	45.080100750078856	2
520000	-2876.0188201421474	-2754.23133922417	-121.7874809179773	-2754.23133922417	39.81030326269622	160.34857075062402	0.009180181493014129	1.0	0.0	1.7197422647281744	-114.11482910308412	0.04864611339033555	0.9144099790933367	0.05178931866927391	42.981049814153394	0
521000	-2872.1390759927717	-2757.4680880041933	-114.6709879885786	-2757.4680880041933	38.01210595221762	136.18793891804015	0.008452923045565086	1.0	0.0	1.7197422647281744	-106.74679257437492	0.0320357259827258	0.9471172108930869	0.05191540531218235	39.98931778344458	1
522000	-2872.034467314604	-2750.7136948935786	-121.32077242102564	-2750.7136948935786	45.31553200231211	152.97427930682517	0.0073043791016522	1.0	0.0	1.7197422647281744	-113.85504713064356	0.10255304621607433	0.9473985961014173	0.006571323074831201	48.573915716506576	1
523000	-2875.0384437140315	-2754.4529153265385	-120.58552838749323	-2754.4529153265385	46.58987859127983	161.13326026140126	0.006830882579881956	1.0	0.0	1.7197422647281744	-112.83405181752453	0.04210024407073368	0.9478945595942141	0.01771005563789474	49.762097843482536	0
524000	-2880.2122669871897	-2748.5265566529256	-131.68571033426414	-2748.5265566529256	52.948603939487114	214.4136051801323	0.005905535060133991	1.0	0.0	1.7197422647281744	-123.19529051927503	0.015393590520219859	0.9750243480951627	0.01926014874293968	56.749051056470336	2
525000	-2879.7264930494416	-2751.327086828164	-128.3994062212779	-2751.327086828164	50.07044624406485	193.58823877095512	0.006095882030684974	1.0	0.0	1.7197422647281744	-120.51222335158064	0.03384142007942593	0.9331251667149104	0.027649904021409336	56.25160533319598	4
526000	-2874.693956916105	-2742.596965818329	-132.09699109777617	-2742.596965818329	56.022910624867684	215.37373710954546	0.005136486012801042	1.0	0.0	1.7197422647281744	-124.43608011281403	0.04974374160119501	0.8992678623733973	0.036885704933197754	58.854451602478385	3
527000	-2874.507145707699	-2743.3520270251306	-131.1551186825683	-2743.3520270251306	47.11693214478309	200.4546503446841	0.006063805459335945	1.0	0.0	1.7197422647281744	-123.43537592030289	0.04451756636145159	0.8164616875787243	0.1656335657522138	49.88688300944037	3
528000	-2881.3883667773694	-2748.9103125842926	-132.47805419307696	-2748.9103125842926	45.46434055058626	184.33531048945943	0.006063805459335945	1.0	0.0	1.7197422647281744	-124.85434421354327	0.05373806897868096	0.7027864672298089	0.13161971663355182	48.163815597361754	2
529000	-2881.3504049268645	-2752.266428977301	-129.08397594956335	-2752.266428977301	52.11026249899187	194.24821137586616	0.005860555044133242	1.0	0.0	1.7197422647281744	-121.38833236296615	0.04652911084909839	0.8042653442896188	0.14070674669282499	53.215042619962794	3
530000	-2881.4024551551242	-2751.104010340982	-130.2984448141424	-2751.104010340982	47.32323646064384	187.0851885589666	0.006446140362189858	1.0	0.0	1.7197422647281744	-122.22829729667161	0.026079045259485564	0.8714458278613911	0.19213835419386058	61.8733548643825	3
531000	-2883.4435671944398	-2746.3771246456845	-137.06644254875508	-2746.3771246456845	51.69370876598268	214.71648663506124	0.006263076363550538	1.0	0.0	1.7197422647281744	-129.48389443449415	0.05905551337666505	0.7282106188827967	0.15916418086463202	57.50106519131409	1
532000	-2880.0774338311135	-2745.546370171246	-134.53106365986721	-2745.546370171246	49.02559979954947	222.90792069871083	0.005225876644915409	1.0	0.0	1.7197422647281744	-126.66474569349333	0.03493016864115205	0.9054169507515362	0.07043076296482119	51.949720747959155	1
533000	-2873.9869884196064	-2746.9037510838493	-127.08323733575712	-2746.9037510838493	45.63499579286507	180.95815814457535	0.006344581588137576	1.0	0.0	1.7197422647281744	-119.6058973906058	0.08527949694468166	0.8898587092370847	0.02236651347975956	47.3584639477456	1
534000	-2877.8045478923905	-2744.583416972676	-133.22113091971448	-2744.583416972676	48.28551456214997	190.62915558779264	0.006261036399253088	1.0	0.0	1.7197422647281744	-125.64221451322967	0.05958506069699232	0.7019991147605226	0.16860273908160506	58.64164091256728	2
535000	-2878.681334067835	-2748.541756849858	-130.13957721797726	-2748.541756849858	45.86923849550912	192.3560380470442	0.006710774694311493	1.0	0.0	0.9313234283087738	-123.01913098553914	0.03276206239343016	0.827804665689592	0.1579571997038803	57.90698819577862	3
536000	-2880.7288584235826	-2758.4943387901803	-122.23451963340226	-2758.4943387901803	40.42246977859687	155.24375033544666	0.008134623637908676	1.0	0.0	0.9313234283087738	-115.41332561325332	0.055457901311335336	0.7979516002948621	0.1350537712452521	42.80624628875469	2
537000	-2884.3913506857502	-2759.073652888143	-125.31769779760717	-2759.073652888143	43.37322869411598	158.33319534287295	0.006908441895606726	1.0	0.0	0.9313234283087738	-118.63879853182172	0.10638044726472864	0.893320468026718	0.03790037276683009	44.25818115164039	2
538000	-2875.42724355966	-2754.3434239039047	-121.08381965575501	-2754.3434239039047	40.67092758288004	149.67897713199375	0.007673634408456248	1.0	0.0	0.9313234283087738	-114.30012079560947	0.0606306815962336	0.8377029562642289	0.07176310680209111	47.805438156105666	2
539000	-2873.8076195182844	-2759.438588536538	-114.36903098174636	-2759.438588536538	38.90337969730393	130.75440847293422	0.007893158300338137	1.0	0.0	0.9313234283087738	-107.54987239862601	0.055709598918563925	0.8657071987080214	0.1623763163374523	39.35628738119759	4
540000	-2869.604386147269	-2751.8294818944687	-117.77490425280023	-2751.8294818944687	40.166643080323226	143.45854351940412	0.008541702604857414	1.0	0.0	0.9313234283087738	-110.95309608800858	0.055386607559249026	0.8369044119729985	0.1343648399399593	40.180150007465706	2
541000	-2877.314196685695	-2757.341696461416	-119.97250022427905	-2757.341696461416	39.12654583250801	144.04651012826295	0.009239153224707718	1.0	0.0	0.9313234283087738	-113.21263449559167	0.06464923629734144	0.7195488988241351	0.2592621218352637	45.831935734395536	4
542000	-2876.707396826925	-2755.4509973040654	-121.25639952285991	-2755.4509973040654	41.89648399058977	154.00362401408947	0.007502726339522345	1.0	0.0	0.9313234283087738	-113.95051754034256	0.02524891494175518	0.9305329905317329	0.09113998584145006	52.3980799271726	2
543000	-2867.4235177543	-2752.1823982133574	-115.24111954094283	-2752.1823982133574	40.407383942463355	144.09858931796595	0.008653625810158489	1.0	0.0	0.9313234283087738	-108.4203913206584	0.05552244269601022	0.9543978625705001	0.011829208368343485	42.32528608566585	1
544000	-2863.954222598997	-2749.8460029653966	-114.10821963360075	-2749.8460029653966	39.936611248726635	137.9536631156886	0.008165240670854387	1.0	0.0	0.9313234283087738	-106.88287517340316	0.02818334719359097	0.9613720769743034	0.03637969244105904	40.8245096240047	4
545000	-2873.9495860973934	-2757.9536275063915	-115.99595859100185	-2757.9536275063915	39.920173816728536	146.93488725848158	0.007174957267541708	1.0	0.0	0.9313234283087738	-108.88204329822523	0.03308489805533096	0.9571102730774139	0.02796801144440196	40.58832275638486	2
546000	-2874.78109095785	-2754.4774420679314	-120.30364888991862	-2754.4774420679314	42.901475380994356	154.45545871780888	0.007623567177118537	1.0	0.0	2.1984320846467287	-112.26015408215665	0.06178359852491944	0.9571102730774139	0.006249796246909802	46.08622638149101	1
